name,x_min,y_min,x_max,y_max
201711070000003112005.jpg,121,20,559,66
201711070000003114005.jpg,125,20,532,63
201711070000003119005.jpg,123,20,489,76
201711070000003139005.jpg,131,23,465,75
201711070000003141005.jpg,123,16,407,83
201711070000003148001.jpg,125,21,450,80
201711070000003153001.jpg,123,26,452,75
201711070000003158005.jpg,133,20,400,75
201711070000003165005.jpg,123,26,557,76
201711070000003169001.jpg,125,18,577,80
201711070000003173005.jpg,148,25,492,73
201711070000003176005.jpg,145,26,427,73
201711070000003177005.jpg,131,26,467,76
201711070000003178005.jpg,150,26,465,73
201711070000003179005.jpg,150,21,572,73
201711070000003182005.jpg,148,26,338,75
201711070000003183005.jpg,151,26,509,76
201711070000003201005.jpg,126,6,485,65
201711070000003202001.jpg,123,18,470,65
201711070000003203001.jpg,125,11,509,66
201711070000003215001.jpg,125,30,430,80
201711070000003242005.jpg,145,18,300,75
201711070000003253005.jpg,128,11,424,63
201711070000003287001.jpg,123,21,514,75
201711070000003294005.jpg,143,23,688,78
201711070000003298005.jpg,145,21,682,88
201711070000003299005.jpg,131,21,744,85
201711070000003300005.jpg,131,21,808,86
201711070000003302005.jpg,130,15,469,75
201711070000003304005.jpg,128,18,344,76
201711070000003305005.jpg,143,23,302,73
201711070000003306005.jpg,145,21,427,80
201711070000003307001.jpg,128,16,380,75
201711070000003308005.jpg,146,26,531,78
201711070000003309005.jpg,128,20,579,88
201711070000003310005.jpg,143,26,430,83
201711070000003311005.jpg,143,10,323,53
201711070000003313005.jpg,146,20,512,76
201711070000003314005.jpg,143,26,367,85
201711070000003315005.jpg,145,21,708,65
201711070000003316005.jpg,143,21,323,65
201711070000003317005.jpg,128,18,450,81
201711070000003318005.jpg,131,25,355,78
201711070000003320005.jpg,135,23,589,86
201711070000003321005.jpg,128,20,344,75
201711070000003322005.jpg,145,15,384,76
201711070000003323005.jpg,146,26,382,70
201711070000003324005.jpg,146,20,469,70
201711070000003325005.jpg,133,23,505,75
201711070000003326005.jpg,168,16,352,50
201711070000003327005.jpg,145,30,492,76
201711070000003328005.jpg,165,18,389,61
201711070000003329005.jpg,145,10,490,60
201711070000003330005.jpg,133,16,592,83
201711070000003331005.jpg,130,21,318,76
201711070000003332005.jpg,145,25,512,81
201711070000003333005.jpg,145,11,447,58
201711070000003335005.jpg,128,21,447,76
201711070000003336005.jpg,130,16,577,80
201711070000003337005.jpg,131,18,637,80
201711070000003338005.jpg,146,16,723,78
201711070000003341005.jpg,131,20,485,73
201711070000003342005.jpg,131,16,551,75
201711070000003343005.jpg,131,25,300,76
201711070000003344005.jpg,133,26,293,81
201711070000003346005.jpg,130,20,362,80
201711070000003347005.jpg,131,16,723,78
201711070000003348005.jpg,133,16,293,76
201711070000003349005.jpg,145,13,532,73
201711070000003350005.jpg,143,11,537,73
201711070000003351005.jpg,125,20,272,78
201711070000003353005.jpg,133,20,462,76
201711070000003354005.jpg,125,15,449,83
201711070000003355005.jpg,133,16,424,75
201711070000003356005.jpg,143,18,601,73
201711070000003357005.jpg,145,21,489,76
201711070000003358005.jpg,130,16,465,75
201711070000003360005.jpg,143,18,624,80
201711070000003361005.jpg,143,16,492,81
201711070000003362005.jpg,166,38,268,73
201711070000003362005.jpg,402,38,429,71
201711070000003363005.jpg,133,18,569,78
201711070000003365005.jpg,143,15,559,73
201711070000003366005.jpg,143,16,409,71
201711070000003367005.jpg,133,16,313,76
201711070000003368005.jpg,133,28,484,91
201711070000003370005.jpg,128,11,664,73
201711070000003371005.jpg,146,25,359,83
201711070000003372005.jpg,123,11,409,70
201711070000003375005.jpg,133,21,422,78
201711070000003376005.jpg,123,33,302,83
201711070000003377005.jpg,126,26,344,78
201711070000003378005.jpg,125,26,340,78
201711070000003379005.jpg,105,25,344,81
201711070000003380005.jpg,123,28,340,81
201711070000003381005.jpg,126,26,407,78
201711070000003382005.jpg,125,26,344,80
201711070000003383005.jpg,130,30,318,85
201711070000003384005.jpg,125,23,407,78
201711070000003386005.jpg,133,18,510,78
201711070000002353005.jpg,123,16,344,70
201711070000002389005.jpg,130,13,295,70
201711070000002457005.jpg,123,23,367,68
201711070000002557001.jpg,121,23,260,78
201711070000002725005.jpg,111,13,399,73
201711070000002813005.jpg,128,16,490,75
201711070000003008001.jpg,121,21,517,63
201711070000003113005.jpg,121,25,389,70
201711070000003180005.jpg,146,23,492,73
201711070000003303005.jpg,131,21,619,85
201711070000003319005.jpg,150,23,556,86
201711070000003334005.jpg,128,18,587,53
201711070000003352005.jpg,130,21,298,71
201711070000003388005.jpg,126,20,342,75
201711070000003389005.jpg,146,18,380,76
201711070000003391005.jpg,145,18,318,76
201711070000003392005.jpg,126,18,300,68
201711070000003393005.jpg,143,23,474,85
201711070000003394005.jpg,128,26,344,78
201711070000003395005.jpg,131,16,404,76
201711070000003397005.jpg,146,23,679,75
201711070000003398005.jpg,128,16,465,78
201711070000003399005.jpg,145,18,385,78
201711070000003400005.jpg,150,20,379,63
201711070000003401005.jpg,150,26,302,71
201711070000003403005.jpg,143,23,537,76
201711070000003404005.jpg,145,18,510,78
201711070000003406005.jpg,131,20,427,71
201711070000003407005.jpg,126,18,405,75
201711070000003408005.jpg,125,20,318,73
201711070000003409005.jpg,145,21,303,70
201711070000003410005.jpg,128,21,402,73
201711070000003411005.jpg,128,21,322,73
201711070000003412005.jpg,130,21,379,75
201711070000003413005.jpg,131,13,470,78
201711070000003414005.jpg,126,23,318,75
201711070000003415005.jpg,123,26,258,76
201711070000003416005.jpg,131,23,272,75
201711070000003417005.jpg,126,21,320,73
201711070000003419005.jpg,126,21,425,75
201711070000003420005.jpg,677,20,773,81
201711070000003420005.jpg,126,21,320,73
201711070000003422005.jpg,128,18,320,71
201711070000003424005.jpg,126,25,344,81
201711070000003425005.jpg,614,31,709,91
201711070000003425005.jpg,110,21,273,76
201711070000003426005.jpg,128,21,297,73
201711070000003427005.jpg,634,33,688,90
201711070000003427005.jpg,123,20,344,75
201711070000003428005.jpg,123,26,340,80
201711070000003429005.jpg,126,21,295,73
201711070000003430005.jpg,121,25,303,78
201711070000003431005.jpg,130,23,512,83
201711070000003432005.jpg,150,20,429,70
201711070000003433005.jpg,130,20,407,71
201711070000003434005.jpg,128,25,344,76
201711070000003435005.jpg,128,21,450,76
201711070000003436005.jpg,125,21,344,75
201711070000003438005.jpg,146,16,507,73
201711070000003439005.jpg,121,10,303,66
201711070000003440005.jpg,125,25,318,76
201711070000003441005.jpg,168,26,450,78
201711070000003442005.jpg,166,26,489,78
201711070000003443005.jpg,145,23,425,75
201711070000003444005.jpg,126,18,409,73
201711070000003445005.jpg,125,28,340,83
201711070000003446005.jpg,125,18,452,80
201711070000003447005.jpg,121,16,367,73
201711070000003448005.jpg,143,18,323,83
201711070000003449005.jpg,156,21,569,65
201711070000003453005.jpg,126,23,380,80
201711070000003455005.jpg,130,23,297,75
201711070000003457005.jpg,126,23,429,75
201711070000003459005.jpg,130,20,297,73
201711070000003467001.jpg,130,20,656,78
201711070000003487005.jpg,121,28,345,75
201711070000003490001.jpg,111,26,317,83
201711070000003504001.jpg,121,20,410,83
201711070000003511005.jpg,128,18,450,76
201711070000003513005.jpg,123,25,581,85
201711070000003532001.jpg,135,26,417,66
201711070000003547001.jpg,125,20,637,76
201711070000003549001.jpg,126,11,659,80
201711070000003552005.jpg,131,15,360,71
201711070000003557001.jpg,131,13,424,71
201711070000003573005.jpg,131,26,552,90
201711070000003613005.jpg,123,15,490,73
201711070000003620005.jpg,113,31,344,65
201711070000003629001.jpg,110,18,492,78
201711070000003630001.jpg,110,16,492,75
201711070000003633005.jpg,133,25,698,80
201711070000003636001.jpg,123,16,340,75
201711070000003652005.jpg,126,15,679,70
201711070000003655005.jpg,126,16,579,76
201711070000003661001.jpg,125,16,320,75
201711070000003690005.jpg,131,18,278,70
201711070000003698005.jpg,128,18,427,76
201711070000003719005.jpg,108,13,278,70
201711070000003763001.jpg,130,26,317,70
201711070000003770001.jpg,128,16,278,70
201711070000003786005.jpg,128,23,340,73
201711070000003797001.jpg,148,21,444,66
201711070000003799001.jpg,125,20,367,75
201711070000003804005.jpg,121,15,260,80
201711070000003806005.jpg,128,16,297,70
201711070000003811001.jpg,130,16,485,71
201711070000003827001.jpg,141,16,577,101
201711070000003828001.jpg,128,28,621,80
201711070000003833001.jpg,123,10,684,70
201711070000003836001.jpg,128,16,529,76
201711070000003852001.jpg,128,23,557,81
201711070000003861001.jpg,123,20,322,80
201711070000003876001.jpg,130,15,380,71
201711070000003899005.jpg,126,23,300,76
201711070000003968005.jpg,126,11,594,73
201711070000003983005.jpg,145,13,385,76
201711070000003983005.jpg,637,8,748,61
201711070000003989001.jpg,126,11,509,66
201711070000004003001.jpg,126,23,345,66
201711070000004014005.jpg,125,18,616,76
201711070000004019005.jpg,126,21,430,76
201711070000004037001.jpg,123,26,280,76
201711070000004050005.jpg,151,20,342,65
201711070000004058001.jpg,133,11,295,71
201711070000004073001.jpg,131,15,599,75
201711070000004091005.jpg,126,18,662,78
201711070000004127005.jpg,146,16,551,75
201711070000004128001.jpg,145,18,323,76
201711070000004154005.jpg,165,20,410,73
201711070000004210001.jpg,123,16,619,78
201711070000004276001.jpg,128,26,641,78
201711070000004282001.jpg,128,8,706,80
201711070000004318005.jpg,123,21,601,78
201711070000004328001.jpg,170,31,394,73
201711070000004344005.jpg,123,11,367,71
201711070000004393001.jpg,123,23,577,83
201711070000004398001.jpg,125,21,425,75
201711070000004428005.jpg,165,16,495,73
201711070000004432001.jpg,145,20,532,65
201711070000004434005.jpg,131,20,554,80
201711070000004447005.jpg,146,6,317,58
201711070000004448005.jpg,121,21,303,75
201711070000004470005.jpg,130,15,338,71
201711070000004530005.jpg,123,11,318,78
201711070000004536005.jpg,121,16,345,75
201711070000004547001.jpg,153,10,357,73
201711070000004557001.jpg,130,11,534,70
201711070000004561001.jpg,128,16,297,71
201711070000004563001.jpg,123,21,258,68
201711070000004571005.jpg,143,23,323,73
201711070000004574005.jpg,123,25,320,75
201711070000004576001.jpg,133,16,484,75
201711070000004587001.jpg,126,16,492,75
201711070000004626001.jpg,123,13,467,73
201711070000004638005.jpg,103,5,537,73
201711070000004648005.jpg,130,23,295,73
201711070000004655005.jpg,131,13,273,65
201711070000004674001.jpg,130,15,577,75
201711070000004681005.jpg,121,18,624,76
201711070000004690001.jpg,133,16,592,75
201711070000004694005.jpg,228,20,367,71
201711070000004695005.jpg,131,16,485,75
201711070000004713001.jpg,123,20,449,80
201711070000004743001.jpg,128,15,364,70
201711070000004752005.jpg,130,20,342,70
201711070000004766001.jpg,130,16,686,81
201711070000004772005.jpg,145,23,661,83
201711070000004776005.jpg,126,18,405,76
201711070000004786005.jpg,166,21,297,70
201711070000004788001.jpg,110,18,512,80
201711070000004804005.jpg,123,20,495,65
201711070000004865001.jpg,115,25,395,56
201711070000004890005.jpg,123,31,325,73
201711070000004893005.jpg,153,16,701,68
201711070000004899005.jpg,150,21,661,75
201711070000004919001.jpg,123,18,450,76
201711070000004923005.jpg,128,20,257,73
201711070000004926001.jpg,126,15,681,78
201711070000004957005.jpg,130,15,273,66
201711070000004958005.jpg,130,26,338,78
201711070000004969001.jpg,121,11,347,71
201711070000004972001.jpg,126,21,572,76
201711070000004973001.jpg,126,26,444,76
201711070000004978001.jpg,126,25,642,80
201711070000004989001.jpg,133,11,614,73
201711070000005008001.jpg,126,11,317,71
201711070000005024001.jpg,126,26,417,66
201711070000005026001.jpg,143,16,474,83
201711070000005040001.jpg,116,31,384,65
201711070000005044001.jpg,111,18,337,78
201711070000005058005.jpg,110,13,360,73
201711070000005073001.jpg,121,28,282,73
201711070000005098001.jpg,130,11,490,73
201711070000005110001.jpg,130,18,529,76
201711070000005111001.jpg,106,18,514,76
201711070000005113001.jpg,110,20,278,73
201711070000005122001.jpg,111,13,657,75
201711070000005144001.jpg,128,20,507,78
201711070000005177001.jpg,126,16,253,73
201711070000005184001.jpg,123,15,323,76
201711070000005188005.jpg,110,25,359,80
201711070000005215001.jpg,143,16,474,78
201711070000005224001.jpg,108,10,470,73
201711070000005321001.jpg,128,30,365,75
201711070000005356001.jpg,126,20,322,71
201711070000005370001.jpg,126,28,380,70
201711070000005378005.jpg,126,18,427,70
201711070000005390001.jpg,131,16,484,75
201711070000005399001.jpg,125,16,636,75
201711070000005408001.jpg,121,23,644,71
201711070000005440001.jpg,125,18,763,75
201711070000005530001.jpg,123,38,302,80
201711070000005548001.jpg,130,28,320,70
201711070000003387005.jpg,123,21,405,75
201711070000003405005.jpg,153,21,278,73
201711070000003421005.jpg,145,20,429,73
201711070000003437005.jpg,128,21,344,73
201711070000003456005.jpg,126,23,360,80
201711070000003589001.jpg,125,31,273,75
201711070000003776001.jpg,146,21,552,68
201711070000003906001.jpg,128,28,659,80
201711070000004156001.jpg,125,20,642,80
201711070000004525005.jpg,135,35,385,68
201711070000004657005.jpg,128,11,536,75
201711070000004820001.jpg,349,25,419,60
201711070000004820001.jpg,115,25,215,56
201711070000005000005.jpg,125,15,380,75
201711070000005568005.jpg,123,15,344,71
201711070000005580001.jpg,128,23,273,66
201711070000005624001.jpg,146,21,771,75
201711070000005645001.jpg,126,21,661,85
201711070000005659005.jpg,125,18,340,80
201711070000005679005.jpg,126,16,384,83
201711070000005701005.jpg,125,15,342,78
201711070000005710001.jpg,128,26,536,78
201711070000005714001.jpg,130,15,728,76
201711070000005715001.jpg,135,18,574,61
201711070000005719001.jpg,151,18,561,61
201711070000005720001.jpg,125,20,380,76
201711070000005721005.jpg,110,20,407,73
201711070000005722005.jpg,110,15,359,75
201711070000005760001.jpg,128,28,380,70
201711070000005769001.jpg,130,20,636,75
201711070000005773005.jpg,128,15,297,71
201711070000005774005.jpg,125,23,338,85
201711070000005863001.jpg,130,15,510,80
201711070000005868001.jpg,126,26,425,76
201711070000005879005.jpg,145,8,300,55
201711070000005882001.jpg,125,11,746,75
201711070000005889005.jpg,121,13,537,73
201711070000005913001.jpg,133,16,335,66
201711070000005920001.jpg,121,18,367,76
201711070000005924005.jpg,125,15,537,76
201711070000005932005.jpg,123,18,537,78
201711070000005971001.jpg,125,18,444,78
201711070000005995001.jpg,150,20,380,63
201711070000006000001.jpg,128,20,402,78
201711070000006005001.jpg,123,20,495,80
201711070000006012001.jpg,125,18,517,78
201711070000006017001.jpg,130,20,490,66
201711070000006019001.jpg,111,18,338,78
201711070000006020001.jpg,125,20,577,80
201711070000006027001.jpg,135,21,460,56
201711070000006036001.jpg,135,18,632,76
201711070000006047001.jpg,123,16,514,76
201711070000006110001.jpg,108,16,427,73
201711070000006112001.jpg,125,21,490,90
201711070000006114001.jpg,123,18,597,78
201711070000006145005.jpg,125,21,273,75
201711070000006159005.jpg,130,8,485,56
201711070000006160001.jpg,135,21,270,63
201711070000006168001.jpg,123,18,405,76
201711070000006173005.jpg,130,10,385,63
201711070000006209005.jpg,143,15,622,78
201711070000006213001.jpg,143,18,688,76
201711070000006224001.jpg,180,36,344,70
201711070000006225005.jpg,145,18,452,66
201711070000006241005.jpg,108,20,387,71
201711070000006242005.jpg,121,16,325,78
201711070000006323001.jpg,126,28,407,85
201711070000006329001.jpg,121,13,601,81
201711070000006336001.jpg,121,26,367,78
201711070000006379001.jpg,108,33,298,88
201711070000006402005.jpg,131,11,574,70
201711070000006412005.jpg,123,15,704,78
201711070000006422005.jpg,130,15,507,73
201711070000006446001.jpg,123,16,258,63
201711070000006451005.jpg,143,16,516,75
201711070000006452005.jpg,125,20,238,71
201711070000006462005.jpg,123,21,599,78
201711070000006467001.jpg,125,13,751,80
201711070000006505005.jpg,125,21,510,81
201711070000006521005.jpg,126,18,272,76
201711070000006534005.jpg,187,21,454,66
201711070000006536005.jpg,105,31,233,85
201711070000006550005.jpg,130,13,577,75
201711070000006555005.jpg,123,18,514,76
201711070000006561005.jpg,110,16,642,76
201711070000006566005.jpg,123,18,427,76
201711070000006568001.jpg,126,25,470,65
201711070000006574005.jpg,121,20,602,76
201711070000006581005.jpg,123,28,639,85
201711070000006582005.jpg,123,16,621,76
201711070000006594005.jpg,148,21,597,75
201711070000006596005.jpg,145,21,452,68
201711070000006597005.jpg,146,20,574,71
201711070000006601005.jpg,121,21,537,78
201711070000006603005.jpg,123,26,460,75
201711070000006604005.jpg,121,15,367,78
201711070000006605005.jpg,641,10,791,65
201711070000006605005.jpg,121,16,389,75
201711070000006606005.jpg,146,16,422,71
201711070000006608005.jpg,126,18,509,71
201711070000006609005.jpg,121,20,470,76
201711070000006610005.jpg,123,15,531,75
201711070000006612005.jpg,123,20,557,78
201711070000006620005.jpg,125,25,509,81
201711070000006624005.jpg,121,16,474,75
201711070000006625005.jpg,126,15,449,75
201711070000006626005.jpg,123,15,661,75
201711070000006635001.jpg,128,20,726,86
201711070000006642005.jpg,126,15,379,73
201711070000006646005.jpg,125,18,596,76
201711070000006651005.jpg,123,20,729,78
201711070000006652005.jpg,123,18,534,75
201711070000006656005.jpg,126,15,450,73
201711070000006658005.jpg,121,26,731,80
201711070000006660005.jpg,126,23,320,75
201711070000006660005.jpg,677,25,836,85
201711070000006674005.jpg,131,36,467,80
201711070000006685005.jpg,131,31,465,80
201711070000006686005.jpg,128,33,322,76
201711070000006700005.jpg,123,26,559,86
201711070000006701005.jpg,128,26,445,88
201711070000006713005.jpg,146,15,317,73
201711070000006716001.jpg,111,28,273,78
201711070000006751005.jpg,121,20,367,68
201711070000006755005.jpg,636,20,791,76
201711070000006755005.jpg,133,15,379,65
201711070000006762005.jpg,126,13,465,70
201711070000006763005.jpg,131,20,444,75
201711070000006764005.jpg,123,16,303,68
201711070000006766005.jpg,131,16,536,73
201711070000006767005.jpg,111,21,424,76
201711070000006769001.jpg,128,16,295,76
201711070000006770001.jpg,125,16,360,78
201711070000006772001.jpg,145,21,474,70
201711070000006773001.jpg,143,10,534,70
201711070000006774005.jpg,592,26,773,83
201711070000006774005.jpg,128,20,233,66
201711070000006775005.jpg,126,21,233,68
201711070000006777005.jpg,131,23,591,73
201711070000006778005.jpg,684,16,768,63
201711070000006778005.jpg,130,20,425,68
201711070000006779005.jpg,121,26,389,76
201711070000006780005.jpg,128,20,342,76
201711070000006782005.jpg,125,28,409,78
201711070000006784005.jpg,121,13,771,80
201711070000006789005.jpg,128,28,375,73
201711070000006790005.jpg,133,15,462,71
201711070000006791005.jpg,123,13,389,70
201711070000006794005.jpg,126,25,344,66
201711070000006795005.jpg,136,31,255,65
201711070000006796005.jpg,131,16,427,70
201711070000006798001.jpg,123,18,536,78
201711070000006800005.jpg,126,11,490,71
201711070000006802005.jpg,125,11,400,70
201711070000006803005.jpg,125,16,556,73
201711070000006804005.jpg,123,16,472,73
201711070000006805005.jpg,123,28,367,78
201711070000006806005.jpg,125,28,365,78
201711070000006812001.jpg,128,11,429,70
201711070000006818001.jpg,115,35,278,71
201711070000006838001.jpg,128,16,364,76
201711070000006849005.jpg,128,16,554,76
201711070000006852005.jpg,123,20,641,80
201711070000006853005.jpg,100,26,432,71
201711070000006854005.jpg,128,15,402,66
201711070000006855005.jpg,125,20,621,63
201711070000006856005.jpg,128,16,402,66
201711070000006857005.jpg,105,18,380,78
201711070000006858005.jpg,145,15,514,75
201711070000006861005.jpg,130,10,298,68
201711070000006863005.jpg,125,15,639,73
201711070000006867005.jpg,145,23,367,66
201711070000006879005.jpg,123,23,303,78
201711070000006881001.jpg,126,20,534,80
201711070000006883005.jpg,125,16,532,78
201711070000006885005.jpg,126,18,237,70
201711070000006888005.jpg,133,16,636,81
201711070000006889005.jpg,125,15,257,81
201711070000006890005.jpg,125,13,495,75
201711070000006891005.jpg,128,21,359,73
201711070000006892005.jpg,123,15,367,78
201711070000006894005.jpg,131,15,556,75
201711070000006895005.jpg,131,15,492,75
201711070000006897005.jpg,145,11,592,73
201711070000006900005.jpg,131,15,429,71
201711070000006901005.jpg,153,18,400,71
201711070000006902005.jpg,123,18,344,68
201711070000006904005.jpg,128,15,572,76
201711070000006909005.jpg,123,13,450,70
201711070000006915005.jpg,111,16,552,78
201711070000006916005.jpg,110,15,467,73
201711070000006917005.jpg,131,20,297,70
201711070000006918005.jpg,131,15,637,73
201711070000006924005.jpg,121,10,367,70
201711070000006925005.jpg,123,8,367,65
201711070000006929005.jpg,145,33,297,80
201711070000006930005.jpg,121,16,389,71
201711070000006931005.jpg,130,15,549,75
201711070000006933005.jpg,123,28,429,78
201711070000006941005.jpg,145,18,469,73
201711070000006947005.jpg,125,13,400,71
201711070000006955005.jpg,153,10,505,58
201711070000006958005.jpg,121,18,559,75
201711070000006960005.jpg,126,10,472,65
201711070000006962005.jpg,143,11,539,71
201711070000006968005.jpg,108,21,297,78
201711070000006969005.jpg,121,25,280,68
201711070000006970005.jpg,130,16,536,75
201711070000006971005.jpg,131,11,529,75
201711070000006972005.jpg,130,11,662,75
201711070000006973005.jpg,126,18,382,80
201711070000006974005.jpg,130,10,577,76
201711070000006975005.jpg,126,15,601,75
201711070000006976005.jpg,145,33,425,65
201711070000006991001.jpg,126,21,404,63
201711070000005559005.jpg,145,18,686,66
201711070000005734001.jpg,188,35,344,68
201711070000005989001.jpg,110,20,637,75
201711070000006157001.jpg,125,21,551,78
201711070000006391005.jpg,128,20,661,76
201711070000006558001.jpg,83,25,340,80
201711070000006607005.jpg,126,23,489,73
201711070000006657001.jpg,128,18,642,81
201711070000006765005.jpg,125,18,601,76
201711070000006785005.jpg,121,11,495,76
201711070000006816005.jpg,126,26,258,76
201711070000006880005.jpg,133,21,272,70
201711070000006903005.jpg,126,10,579,73
201711070000007023001.jpg,121,11,347,73
201711070000007024005.jpg,123,16,365,68
201711070000007026005.jpg,153,21,399,73
201711070000007027005.jpg,121,21,302,73
201711070000007028005.jpg,198,38,227,71
201711070000007030005.jpg,125,18,472,75
201711070000007031005.jpg,614,21,751,81
201711070000007031005.jpg,123,25,345,70
201711070000007032005.jpg,123,28,322,75
201711070000007033005.jpg,126,11,516,73
201711070000007035005.jpg,126,11,317,73
201711070000007036001.jpg,131,15,445,75
201711070000007038005.jpg,125,16,601,75
201711070000007039005.jpg,656,36,689,83
201711070000007039005.jpg,143,31,323,81
201711070000007043005.jpg,111,16,422,71
201711070000007045005.jpg,128,20,427,73
201711070000007054005.jpg,110,10,447,70
201711070000007080001.jpg,128,26,424,76
201711070000007082001.jpg,123,21,474,76
201711070000007087005.jpg,125,16,444,76
201711070000007099001.jpg,130,21,489,68
201711070000007107001.jpg,108,21,429,65
201711070000007112001.jpg,123,25,514,75
201711070000007127001.jpg,143,13,430,60
201711070000007134001.jpg,111,15,400,78
201711070000007135005.jpg,125,25,255,73
201711070000007136005.jpg,151,23,407,68
201711070000007137001.jpg,121,18,495,73
201711070000007138005.jpg,126,5,642,65
201711070000007148005.jpg,128,21,318,78
201711070000007149005.jpg,130,25,529,68
201711070000007150001.jpg,121,13,646,75
201711070000007152005.jpg,128,23,507,75
201711070000007153005.jpg,128,23,402,66
201711070000007154005.jpg,130,26,337,73
201711070000007155005.jpg,125,25,389,70
201711070000007156001.jpg,108,16,514,75
201711070000007158005.jpg,121,15,345,78
201711070000007160001.jpg,146,20,662,70
201711070000007170001.jpg,123,21,430,65
201711070000007180001.jpg,126,15,661,78
201711070000007183001.jpg,110,21,469,68
201711070000007189001.jpg,123,20,495,75
201711070000007212005.jpg,130,21,470,75
201711070000007213005.jpg,126,20,362,68
201711070000007214005.jpg,125,16,407,73
201711070000007215005.jpg,121,28,559,76
201711070000007216005.jpg,125,15,344,71
201711070000007217005.jpg,128,16,532,76
201711070000007218005.jpg,131,15,621,75
201711070000007219005.jpg,125,16,474,76
201711070000007220005.jpg,123,18,389,75
201711070000007221005.jpg,128,13,529,71
201711070000007222005.jpg,123,15,559,73
201711070000007223005.jpg,145,16,495,73
201711070000007225005.jpg,126,18,684,76
201711070000007226005.jpg,150,25,322,78
201711070000007228005.jpg,123,18,602,75
201711070000007229005.jpg,123,26,492,80
201711070000007234001.jpg,123,21,365,65
201711070000007236005.jpg,128,18,531,61
201711070000007242001.jpg,145,28,469,76
201711070000007246005.jpg,143,16,359,73
201711070000007256005.jpg,126,20,253,71
201711070000007261005.jpg,130,15,380,65
201711070000007262005.jpg,123,11,364,71
201711070000007272001.jpg,125,20,320,68
201711070000007273005.jpg,143,18,344,71
201711070000007274005.jpg,125,13,365,73
201711070000007275005.jpg,126,20,430,81
201711070000007276001.jpg,123,21,472,76
201711070000007303001.jpg,118,13,624,95
201711070000007306001.jpg,131,18,723,73
201711070000007344005.jpg,130,23,402,70
201711070000007351001.jpg,123,18,323,76
201711070000007364005.jpg,131,6,592,70
201711070000007371005.jpg,125,10,594,63
201711070000007376005.jpg,148,15,338,70
201711070000007382005.jpg,126,16,490,76
201711070000007399005.jpg,123,5,495,90
201711070000007415005.jpg,123,18,641,80
201711070000007417001.jpg,128,15,536,75
201711070000007449001.jpg,165,10,490,55
201711070000007467001.jpg,125,30,703,81
201711070000007518005.jpg,131,16,701,76
201711070000007530001.jpg,130,11,407,71
201711070000007532005.jpg,110,15,360,73
201711070000007543005.jpg,125,16,384,76
201711070000007545005.jpg,143,15,581,76
201711070000007593005.jpg,125,13,295,70
201711070000007599005.jpg,123,13,554,75
201711070000007637005.jpg,198,26,429,60
201711070000007653005.jpg,131,16,616,75
201711070000007674001.jpg,128,26,318,70
201711070000007679001.jpg,125,21,703,78
201711070000007685005.jpg,166,28,405,63
201711070000007697001.jpg,131,23,596,75
201711070000007704001.jpg,110,21,489,70
201711070000007755001.jpg,133,15,677,73
201711070000007834005.jpg,125,21,302,73
201711070000007835005.jpg,110,23,512,83
201711070000007857005.jpg,130,18,318,73
201711070000007858005.jpg,131,23,364,73
201711070000007859001.jpg,123,18,559,65
201711070000007865005.jpg,130,16,429,75
201711070000007866005.jpg,133,18,293,75
201711070000007867005.jpg,131,16,527,75
201711070000007868005.jpg,145,21,514,80
201711070000007869005.jpg,143,18,559,76
201711070000007874001.jpg,128,16,280,71
201711070000007876005.jpg,110,20,342,73
201711070000007888005.jpg,106,16,536,73
201711070000007891001.jpg,123,15,492,78
201711070000007926001.jpg,143,28,262,75
201711070000007930005.jpg,165,21,429,63
201711070000007931005.jpg,123,20,449,75
201711070000007938005.jpg,111,15,442,75
201711070000007949005.jpg,126,11,579,75
201711070000007950005.jpg,123,15,494,80
201711070000007962001.jpg,106,23,470,66
201711070000008008001.jpg,121,28,367,75
201711070000008029005.jpg,130,13,470,75
201711070000008044005.jpg,133,16,507,76
201711070000008054001.jpg,123,28,367,70
201711070000008058005.jpg,128,20,622,78
201711070000008072005.jpg,128,15,338,76
201711070000008074005.jpg,123,23,280,81
201711070000008131001.jpg,125,18,489,76
201711070000008210001.jpg,111,18,248,56
201711070000008221005.jpg,146,20,447,68
201711070000008224001.jpg,126,20,601,80
201711070000008225001.jpg,111,23,447,75
201711070000008247001.jpg,123,13,322,76
201711070000008249005.jpg,101,15,430,76
201711070000008270001.jpg,145,15,581,60
201711070000008281001.jpg,126,20,344,65
201711070000008304001.jpg,130,11,514,66
201711070000008305005.jpg,103,48,382,103
201711070000008325005.jpg,130,18,295,76
201711070000008341001.jpg,126,26,344,68
201711070000008349001.jpg,148,18,729,66
201711070000008366001.jpg,110,18,277,71
201711070000008380005.jpg,108,28,298,78
201711070000008381001.jpg,143,41,344,81
201711070000008390001.jpg,128,16,404,76
201711070000008398001.jpg,123,16,644,86
201711070000008421005.jpg,130,18,380,71
201711070000008422001.jpg,148,20,743,75
201711070000008426001.jpg,126,13,449,65
201711070000008433005.jpg,138,40,556,75
201711070000008443001.jpg,123,13,811,80
201711070000008446001.jpg,106,13,465,83
201711070000008448005.jpg,130,16,487,75
201711070000008449001.jpg,160,26,364,61
201711070000008453001.jpg,143,18,602,78
201711070000008470005.jpg,125,21,490,80
201711070000008471005.jpg,146,15,597,80
